ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag,,,,
CHEMBL4523912,G-protein coupled receptor 20,Q99678,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3272,Cathepsin L2,O60911,SINGLE PROTEIN,Homo sapiens,237,268,9606,False,,,,
CHEMBL3165,Protein-tyrosine phosphatase MEG1,P29074,SINGLE PROTEIN,Homo sapiens,11,11,9606,False,,,,
CHEMBL5212,Membrane-associated guanylate kinase-related 3,Q5TCQ9,SINGLE PROTEIN,Homo sapiens,21,22,9606,False,,,,
CHEMBL4159,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Q99714,SINGLE PROTEIN,Homo sapiens,15314,20653,9606,False,,,,
CHEMBL1989,Renal dipeptidase,P16444,SINGLE PROTEIN,Homo sapiens,55,55,9606,False,,,,
CHEMBL4105780,Nucleolar GTP-binding protein 1,Q9BZE4,SINGLE PROTEIN,Homo sapiens,229,229,9606,False,,,,
CHEMBL1770034,Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma,Q8TBX8,SINGLE PROTEIN,Homo sapiens,523,588,9606,False,,,,
CHEMBL3720,ATP-citrate synthase,P53396,SINGLE PROTEIN,Homo sapiens,115,168,9606,False,,,,
CHEMBL3108656,GTP-binding protein Rheb,Q15382,SINGLE PROTEIN,Homo sapiens,3,5,9606,False,,,,
CHEMBL2331067,Alkaline ceramidase 2,Q5QJU3,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3759,Histamine H4 receptor,Q9H3N8,SINGLE PROTEIN,Homo sapiens,2227,3832,9606,False,,,,
CHEMBL4068,Chymase,P23946,SINGLE PROTEIN,Homo sapiens,641,723,9606,False,,,,
CHEMBL4204,MAP kinase signal-integrating kinase 2,Q9HBH9,SINGLE PROTEIN,Homo sapiens,2489,3388,9606,False,,,,
CHEMBL3396944,N-glycosylase/DNA lyase,O15527,SINGLE PROTEIN,Homo sapiens,22,81,9606,False,,,,
CHEMBL5705,Egl nine homolog 3,Q9H6Z9,SINGLE PROTEIN,Homo sapiens,159,245,9606,False,,,,
CHEMBL1938208,Lysine-specific histone demethylase 1B,Q8NB78,SINGLE PROTEIN,Homo sapiens,63,74,9606,False,,,,
CHEMBL4296007,Heterogeneous nuclear ribonucleoprotein U,Q00839,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4295815,Cytoplasmic dynein 1 intermediate chain 2,Q13409,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4630841,Ubiquitin carboxyl-terminal hydrolase 45,Q70EL2,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL3334415,Transcriptional coactivator YAP1,P46937,SINGLE PROTEIN,Homo sapiens,45,193,9606,False,,,,
CHEMBL6058,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,Q6UWV6,SINGLE PROTEIN,Homo sapiens,69,69,9606,False,,,,
CHEMBL4295883,Deaminated glutathione amidase,Q86X76,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4739855,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,Q16880,SINGLE PROTEIN,Homo sapiens,21,38,9606,False,,,,
CHEMBL2176772,E3 ubiquitin-protein ligase TRIM33,Q9UPN9,SINGLE PROTEIN,Homo sapiens,145,154,9606,False,,,,
CHEMBL3774298,Histone acetyltransferase KAT6A,Q92794,SINGLE PROTEIN,Homo sapiens,266,314,9606,False,,,,
CHEMBL2819,Glutathione S-transferase Mu 5,P46439,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1950,Antithrombin-III,P01008,SINGLE PROTEIN,Homo sapiens,27,30,9606,False,,,,
CHEMBL3922,Methionine aminopeptidase 2,P50579,SINGLE PROTEIN,Homo sapiens,1083,1504,9606,False,,,,
CHEMBL3043,Tyrosine aminotransferase,P17735,SINGLE PROTEIN,Homo sapiens,13,14,9606,False,,,,
CHEMBL5912,Serine/threonine-protein kinase 32B,Q9NY57,SINGLE PROTEIN,Homo sapiens,284,330,9606,False,,,,
CHEMBL1287623,Lethal(3)malignant brain tumor-like protein 3,Q96JM7,SINGLE PROTEIN,Homo sapiens,123,221,9606,False,,,,
CHEMBL4523290,Guanidinoacetate N-methyltransferase,Q14353,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL5256,CaM-kinase kinase alpha,Q8N5S9,SINGLE PROTEIN,Homo sapiens,380,481,9606,False,,,,
CHEMBL5573,Intestinal alkaline phosphatase,P09923,SINGLE PROTEIN,Homo sapiens,565,724,9606,False,,,,
CHEMBL5914,Mitogen-activated protein kinase kinase kinase 2,Q9Y2U5,SINGLE PROTEIN,Homo sapiens,495,584,9606,False,,,,
CHEMBL4873,Chymotrypsin-like protease CTRL-1,P40313,SINGLE PROTEIN,Homo sapiens,21,25,9606,False,,,,
CHEMBL5684,Muscle, skeletal receptor tyrosine protein kinase,O15146,SINGLE PROTEIN,Homo sapiens,883,1494,9606,False,,,
CHEMBL3559688,Frizzled-7,O75084,SINGLE PROTEIN,Homo sapiens,37,119,9606,False,,,,
CHEMBL4295986,28S ribosomal protein S7, mitochondrial,Q9Y2R9,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,
CHEMBL4295705,Tropomyosin alpha-1 chain,P09493,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL2552,Carboxypeptidase B,P15086,SINGLE PROTEIN,Homo sapiens,100,100,9606,False,,,,
CHEMBL4295884,Hermansky-Pudlak syndrome 6 protein,Q86YV9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2406900,Ubiquitin carboxyl-terminal hydrolase 4,Q13107,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL2061,Retinoid X receptor alpha,P19793,SINGLE PROTEIN,Homo sapiens,1605,3510,9606,False,,,,
CHEMBL3836,LIM domain kinase 1,P53667,SINGLE PROTEIN,Homo sapiens,1669,2154,9606,False,,,,
CHEMBL5792,Cytochrome P450 3A43,Q9HB55,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2579,GABA receptor alpha-6 subunit,Q16445,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4923,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2,Q9Y237,SINGLE PROTEIN,Homo sapiens,6,7,9606,False,,,,
CHEMBL3709855,AT-rich interactive domain-containing protein 4A,P29374,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4295814,Eukaryotic translation initiation factor 3 subunit I,Q13347,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3317333,Ubiquitin-like domain-containing CTD phosphatase 1,Q8WVY7,SINGLE PROTEIN,Homo sapiens,10,13,9606,False,,,,
CHEMBL4523235,Gastrotropin,P51161,SINGLE PROTEIN,Homo sapiens,11,45,9606,False,,,,
CHEMBL3727,Phospholipase C-delta-1,P51178,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3085,Excitatory amino acid transporter 1,P43003,SINGLE PROTEIN,Homo sapiens,270,577,9606,False,,,,
CHEMBL4105876,Ubiquitin-conjugating enzyme E2 E1,P51965,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2735,DNA polymerase delta subunit 1,P28340,SINGLE PROTEIN,Homo sapiens,24,26,9606,False,,,,
CHEMBL3847,AMP-activated protein kinase, beta-1 subunit,Q9Y478,SINGLE PROTEIN,Homo sapiens,55,56,9606,False,,,
CHEMBL4295930,Calponin-2,Q99439,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL2216741,Hypoxia up-regulated protein 1,Q9Y4L1,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL2719,Calnexin,P27824,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105816,Acyl-CoA dehydrogenase family member 10,Q6JQN1,SINGLE PROTEIN,Homo sapiens,218,218,9606,False,,,,
CHEMBL3820,Hexokinase type IV,P35557,SINGLE PROTEIN,Homo sapiens,1452,3102,9606,False,,,,
CHEMBL4523461,Potassium channel subfamily K member 13,Q9HB14,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3308919,Alpha-tocopherol transfer protein,P49638,SINGLE PROTEIN,Homo sapiens,10,14,9606,False,,,,
CHEMBL4523506,START domain-containing protein 10,Q9Y365,SINGLE PROTEIN,Homo sapiens,9,9,9606,False,,,,
CHEMBL2021749,Sphingolipid delta(4)-desaturase DES1,O15121,SINGLE PROTEIN,Homo sapiens,13,19,9606,False,,,,
CHEMBL5064,Folate receptor beta,P14207,SINGLE PROTEIN,Homo sapiens,64,148,9606,False,,,,
CHEMBL4105826,Serine/threonine-protein kinase greatwall,Q96GX5,SINGLE PROTEIN,Homo sapiens,16,23,9606,False,,,,
CHEMBL2003,Retinoic acid receptor gamma,P13631,SINGLE PROTEIN,Homo sapiens,608,1079,9606,False,,,,
CHEMBL4523428,Ubiquitin thioesterase OTUB1,Q96FW1,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL1293295,Ubiquitin carboxyl-terminal hydrolase 14,P54578,SINGLE PROTEIN,Homo sapiens,20,28,9606,False,,,,
CHEMBL5198,Mitogen-activated protein kinase 15,Q8TD08,SINGLE PROTEIN,Homo sapiens,570,713,9606,False,,,,
CHEMBL2062357,Max-like protein X,Q9UH92,SINGLE PROTEIN,Homo sapiens,8,8,9606,False,,,,
CHEMBL4295978,N-acetyl-D-glucosamine kinase,Q9UJ70,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4879483,Fatty acid 2-hydroxylase,Q7L5A8,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL3559686,Frizzled-2,Q14332,SINGLE PROTEIN,Homo sapiens,25,110,9606,False,,,,
CHEMBL4295924,Nuclear receptor-binding factor 2,Q96F24,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295758,Acidic leucine-rich nuclear phosphoprotein 32 family member A,P39687,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4295781,F-actin-capping protein subunit alpha-1,P52907,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1293317,Muscleblind-like protein 1,Q9NR56,SINGLE PROTEIN,Homo sapiens,34238,34424,9606,False,,,,
CHEMBL3559692,Cyclin-dependent kinase 12,Q9NYV4,SINGLE PROTEIN,Homo sapiens,327,403,9606,False,,,,
CHEMBL2247,Atrial natriuretic peptide receptor C,P17342,SINGLE PROTEIN,Homo sapiens,88,92,9606,False,,,,
CHEMBL2636,Inositol 1,4,5-trisphosphate 5-phosphatase,P32019,SINGLE PROTEIN,Homo sapiens,11,11,9606,False,,
CHEMBL3714583,Leukocyte surface antigen CD47,Q08722,SINGLE PROTEIN,Homo sapiens,22,31,9606,False,,,,
CHEMBL1795105,Far upstream element-binding protein 2,Q92945,SINGLE PROTEIN,Homo sapiens,3,15,9606,False,,,,
CHEMBL1795191,Cyclin-dependent kinase 10,Q15131,SINGLE PROTEIN,Homo sapiens,88,88,9606,False,,,,
CHEMBL5444,Tubulin beta-5 chain,P07437,SINGLE PROTEIN,Homo sapiens,24,37,9606,False,,,,
CHEMBL2614,Glutamate decarboxylase 67 kDa isoform,Q99259,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL2189116,Histone-lysine N-methyltransferase EZH1,Q92800,SINGLE PROTEIN,Homo sapiens,78,90,9606,False,,,,
CHEMBL5339,G-protein coupled receptor 120,Q5NUL3,SINGLE PROTEIN,Homo sapiens,631,1218,9606,False,,,,
CHEMBL5909,Hypoxia-inducible factor 1-alpha inhibitor,Q9NWT6,SINGLE PROTEIN,Homo sapiens,43,44,9606,False,,,,
CHEMBL3580522,Programmed cell death 1 ligand 1,Q9NZQ7,SINGLE PROTEIN,Homo sapiens,107,196,9606,False,,,,
CHEMBL2146346,Neurogenic locus notch homolog protein 1,P46531,SINGLE PROTEIN,Homo sapiens,134,161,9606,False,,,,
CHEMBL4531,Galectin-3,P17931,SINGLE PROTEIN,Homo sapiens,298,462,9606,False,,,,
CHEMBL4273,cGMP-dependent protein kinase 1 beta,Q13976,SINGLE PROTEIN,Homo sapiens,1586,2682,9606,False,,,,
CHEMBL3396943,DNA-3-methyladenine glycosylase,P29372,SINGLE PROTEIN,Homo sapiens,16,29,9606,False,,,,
CHEMBL4879516,Presenilins-associated rhomboid-like protein, mitochondrial,Q9H300,SINGLE PROTEIN,Homo sapiens,36,56,9606,False,,,
CHEMBL4523158,Mitochondrial import receptor subunit TOM40 homolog,O96008,SINGLE PROTEIN,Homo sapiens,2,4,9606,False,,,,
CHEMBL2189112,Histone-lysine N-methyltransferase MLL4,Q9UMN6,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4284,Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, alpha isoform,P63151,SINGLE PROTEIN,Homo sapiens,7,8,9606,False,,
CHEMBL4295895,Protein mono-ADP-ribosyltransferase PARP9,Q8IXQ6,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL2189125,Testis-expressed sequence 30 protein,Q5JUR7,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3660,Vitronectin receptor alpha,P06756,SINGLE PROTEIN,Homo sapiens,62,65,9606,False,,,,
CHEMBL1615383,Solute carrier family 12 member 2,P55011,SINGLE PROTEIN,Homo sapiens,9,10,9606,False,,,,
CHEMBL5854,Adenylate cyclase type 10,Q96PN6,SINGLE PROTEIN,Homo sapiens,26,31,9606,False,,,,
CHEMBL4295681,WD repeat and HMG-box DNA-binding protein 1,O75717,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL1961785,Receptor-type tyrosine-protein phosphatase U,Q92729,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4295738,Gap junction beta-2 protein,P29033,SINGLE PROTEIN,Homo sapiens,35,74,9606,False,,,,
CHEMBL2358,Casein kinase II beta,P67870,SINGLE PROTEIN,Homo sapiens,921,977,9606,False,,,,
CHEMBL5849,Mas-related G-protein coupled receptor member X2,Q96LB1,SINGLE PROTEIN,Homo sapiens,26,46,9606,False,,,,
CHEMBL3363,Protein-glutamine glutamyltransferase E,Q08188,SINGLE PROTEIN,Homo sapiens,86,87,9606,False,,,,
CHEMBL3817723,3-hydroxyisobutyryl-CoA hydrolase, mitochondrial,Q6NVY1,SINGLE PROTEIN,Homo sapiens,5,11,9606,False,,,
CHEMBL3879857,Chromodomain Y-like protein 2,Q8N8U2,SINGLE PROTEIN,Homo sapiens,102,104,9606,False,,,,
CHEMBL5455,Tyrosine-protein kinase FES,P07332,SINGLE PROTEIN,Homo sapiens,1582,2292,9606,False,,,,
CHEMBL5163,Sodium channel protein type III alpha subunit,Q9NY46,SINGLE PROTEIN,Homo sapiens,178,274,9606,False,,,,
CHEMBL1697669,Cadherin-2,P19022,SINGLE PROTEIN,Homo sapiens,3,7,9606,False,,,,
CHEMBL1075322,G-protein coupled receptor 55,Q9Y2T6,SINGLE PROTEIN,Homo sapiens,980,1557,9606,False,,,,
CHEMBL4805,P2X purinoceptor 7,Q99572,SINGLE PROTEIN,Homo sapiens,3589,5274,9606,False,,,,
CHEMBL3835,Serine/threonine-protein kinase NEK2,P51955,SINGLE PROTEIN,Homo sapiens,2404,3368,9606,False,,,,
CHEMBL2010628,DNA polymerase nu,Q7Z5Q5,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL2193,Cerebroside-sulfatase,P15289,SINGLE PROTEIN,Homo sapiens,652,653,9606,False,,,,
CHEMBL2469,Uridine-cytidine kinase 2,Q9BZX2,SINGLE PROTEIN,Homo sapiens,20,58,9606,False,,,,
CHEMBL3286078,Bone morphogenetic protein 6,P22004,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4295773,DNA ligase 3,P49916,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL3250,Lysophosphatidic acid receptor Edg-7,Q9UBY5,SINGLE PROTEIN,Homo sapiens,267,447,9606,False,,,,
CHEMBL3779756,Pannexin-1,Q96RD7,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105942,Diacylglycerol kinase zeta,Q13574,SINGLE PROTEIN,Homo sapiens,13,13,9606,False,,,,
CHEMBL4328,Betaine--homocysteine S-methyltransferase 1,Q93088,SINGLE PROTEIN,Homo sapiens,57,159,9606,False,,,,
CHEMBL308,Cyclin-dependent kinase 1,P06493,SINGLE PROTEIN,Homo sapiens,3119,3831,9606,False,,,,
CHEMBL2073673,Solute carrier family 22 member 3,O75751,SINGLE PROTEIN,Homo sapiens,53,68,9606,False,,,,
CHEMBL5719,Cell division protein kinase 8,P49336,SINGLE PROTEIN,Homo sapiens,1047,1260,9606,False,,,,
CHEMBL1791,Amiloride-sensitive sodium channel alpha-subunit,P37088,SINGLE PROTEIN,Homo sapiens,47,48,9606,False,,,,
CHEMBL2692,Cellular retinoic acid-binding protein II,P29373,SINGLE PROTEIN,Homo sapiens,10,10,9606,False,,,,
CHEMBL4226,Dual specificity protein kinase CLK3,P49761,SINGLE PROTEIN,Homo sapiens,1813,2576,9606,False,,,,
CHEMBL4523232,Serine--tRNA ligase, cytoplasmic,P49591,SINGLE PROTEIN,Homo sapiens,8,8,9606,False,,,
CHEMBL4296310,Proto-oncogene c-Rel,Q04864,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL5284,CaM-kinase kinase beta,Q96RR4,SINGLE PROTEIN,Homo sapiens,874,1238,9606,False,,,,
CHEMBL3837,Cathepsin L,P07711,SINGLE PROTEIN,Homo sapiens,3159,3675,9606,False,,,,
CHEMBL2176856,C-type lectin domain family 6 member A,Q6EIG7,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL2457,Arachidonate 15-lipoxygenase, type II,O15296,SINGLE PROTEIN,Homo sapiens,7038,7244,9606,False,,,
CHEMBL2146342,PTPsigma-(Brain),Q9UM81,SINGLE PROTEIN,Homo sapiens,7,14,9606,False,,,,
CHEMBL1075169,Protein tyrosine phosphatase type IVA 1,Q93096,SINGLE PROTEIN,Homo sapiens,42,47,9606,False,,,,
CHEMBL1741200,Putative hexokinase HKDC1,Q2TB90,SINGLE PROTEIN,Homo sapiens,437,676,9606,False,,,,
CHEMBL1250381,Dual specificity protein phosphatase 6,Q16828,SINGLE PROTEIN,Homo sapiens,50,77,9606,False,,,,
CHEMBL4105932,Serine/threonine-protein kinase/endoribonuclease IRE2,Q76MJ5,SINGLE PROTEIN,Homo sapiens,252,254,9606,False,,,,
CHEMBL4684,Mannosyl-oligosaccharide glucosidase,Q13724,SINGLE PROTEIN,Homo sapiens,8,8,9606,False,,,,
CHEMBL6121,Disintegrin and metalloproteinase domain-containing protein 33,Q9BZ11,SINGLE PROTEIN,Homo sapiens,12,14,9606,False,,,,
CHEMBL3707468,Regulator of G-protein signaling 19,P49795,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2664,Adenosylhomocysteinase,P23526,SINGLE PROTEIN,Homo sapiens,329,855,9606,False,,,,
CHEMBL3707470,Tachykinin-3,Q9UHF0,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL5545,Sn1-specific diacylglycerol lipase alpha,Q9Y4D2,SINGLE PROTEIN,Homo sapiens,319,415,9606,False,,,,
CHEMBL235,Peroxisome proliferator-activated receptor gamma,P37231,SINGLE PROTEIN,Homo sapiens,7196,13562,9606,False,,,,
CHEMBL5694,DNA ligase 1,P18858,SINGLE PROTEIN,Homo sapiens,202,262,9606,False,,,,
CHEMBL2243,Anandamide amidohydrolase,O00519,SINGLE PROTEIN,Homo sapiens,2433,3359,9606,False,,,,
CHEMBL2331048,Transmembrane protease serine 4,Q9NRS4,SINGLE PROTEIN,Homo sapiens,81,563,9606,False,,,,
CHEMBL5841,Low affinity immunoglobulin gamma Fc region receptor II-a,P12318,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2331053,6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3,Q16875,SINGLE PROTEIN,Homo sapiens,872,1395,9606,False,,,
CHEMBL2073703,Solute carrier organic anion transporter family member 2A1,Q92959,SINGLE PROTEIN,Homo sapiens,15,17,9606,False,,,,
CHEMBL3100,Plasma retinol-binding protein,P02753,SINGLE PROTEIN,Homo sapiens,395,696,9606,False,,,,
CHEMBL3920,Protein kinase C theta,Q04759,SINGLE PROTEIN,Homo sapiens,2355,3287,9606,False,,,,
CHEMBL1795140,Transmembrane protease serine 2,O15393,SINGLE PROTEIN,Homo sapiens,5,7,9606,False,,,,
CHEMBL2007625,Isocitrate dehydrogenase [NADP] cytoplasmic,O75874,SINGLE PROTEIN,Homo sapiens,36549,40884,9606,False,,,,
CHEMBL4295880,Neuroepithelial cell-transforming gene 1 protein,Q7Z628,SINGLE PROTEIN,Homo sapiens,10,11,9606,False,,,,
CHEMBL1938209,Lysine-specific demethylase 3A,Q9Y4C1,SINGLE PROTEIN,Homo sapiens,94,103,9606,False,,,,
CHEMBL3805,Voltage-gated L-type calcium channel alpha-1S subunit,Q13698,SINGLE PROTEIN,Homo sapiens,42,44,9606,False,,,,
CHEMBL5962,Phospholipid transfer protein,P55058,SINGLE PROTEIN,Homo sapiens,46,94,9606,False,,,,
CHEMBL1628469,Transient receptor potential cation channel subfamily M member 4,Q8TD43,SINGLE PROTEIN,Homo sapiens,21,21,9606,False,,,,
CHEMBL2176774,Bromodomain-containing protein 1,O95696,SINGLE PROTEIN,Homo sapiens,152,227,9606,False,,,,
CHEMBL3721310,Putative short transient receptor potential channel 2-like protein,Q6ZNB5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3091262,Poly [ADP-ribose] polymerase 8,Q8N3A8,SINGLE PROTEIN,Homo sapiens,69,71,9606,False,,,,
CHEMBL5780,Sodium/nucleoside cotransporter 2,O43868,SINGLE PROTEIN,Homo sapiens,63,84,9606,False,,,,
CHEMBL1628482,Relaxin receptor 2,Q8WXD0,SINGLE PROTEIN,Homo sapiens,369,377,9606,False,,,,
CHEMBL2396508,Receptor-type tyrosine-protein phosphatase S,Q13332,SINGLE PROTEIN,Homo sapiens,56,102,9606,False,,,,
CHEMBL3627587,Indoleamine 2,3-dioxygenase 2,Q6ZQW0,SINGLE PROTEIN,Homo sapiens,58,189,9606,False,,,
CHEMBL2079852,Protein-glutamine gamma-glutamyltransferase 6,O95932,SINGLE PROTEIN,Homo sapiens,10,11,9606,False,,,,
CHEMBL5216,Uridine 5'-monophosphate synthase,P11172,SINGLE PROTEIN,Homo sapiens,18,20,9606,False,,,,
CHEMBL5112,GABA receptor alpha-5 subunit,P31644,SINGLE PROTEIN,Homo sapiens,553,614,9606,False,,,,
CHEMBL5350,Bone morphogenetic protein 4,P12644,SINGLE PROTEIN,Homo sapiens,33,33,9606,False,,,,
CHEMBL2525,Beta secretase 2,Q9Y5Z0,SINGLE PROTEIN,Homo sapiens,1530,1660,9606,False,,,,
CHEMBL4295980,Myosin-2,Q9UKX2,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL2331064,Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2,O15357,SINGLE PROTEIN,Homo sapiens,68,137,9606,False,,
CHEMBL6109,Kinesin-like protein KIF3B,O15066,SINGLE PROTEIN,Homo sapiens,35,36,9606,False,,,,
CHEMBL4523376,Calcium-activated potassium channel subunit beta-4,Q86W47,SINGLE PROTEIN,Homo sapiens,7,11,9606,False,,,,
CHEMBL5029,Proto-oncogene protein c-fos,P01100,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5116,Putative uncharacterized serine/threonine-protein kinase SgK110,P0C264,SINGLE PROTEIN,Homo sapiens,219,227,9606,False,,,,
CHEMBL4523407,Minor histocompatibility antigen H13,Q8TCT9,SINGLE PROTEIN,Homo sapiens,2,4,9606,False,,,,
CHEMBL3259477,Toll-like receptor 6,Q9Y2C9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3712954,Interleukin-15,P40933,SINGLE PROTEIN,Homo sapiens,41,50,9606,False,,,,
CHEMBL1795150,Adenosine deaminase-like protein,Q6DHV7,SINGLE PROTEIN,Homo sapiens,37,61,9606,False,,,,
CHEMBL3421525,6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2,O60825,SINGLE PROTEIN,Homo sapiens,37,37,9606,False,,,
CHEMBL1926488,Protoporphyrinogen oxidase,P50336,SINGLE PROTEIN,Homo sapiens,118,208,9606,False,,,,
CHEMBL4105912,Signal peptide peptidase-like 2B,Q8TCT7,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL2688,Hexokinase type I,P19367,SINGLE PROTEIN,Homo sapiens,259,263,9606,False,,,,
CHEMBL3418,Nicastrin,Q92542,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5975,Serine/threonine-protein kinase RIO1,Q9BRS2,SINGLE PROTEIN,Homo sapiens,243,288,9606,False,,,,
CHEMBL2777,myosin light chain kinase 2,Q9H1R3,SINGLE PROTEIN,Homo sapiens,321,405,9606,False,,,,
CHEMBL4523247,Gasdermin-D,P57764,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL4528,Hyaluronidase-1,Q12794,SINGLE PROTEIN,Homo sapiens,8,8,9606,False,,,,
CHEMBL1163126,Serine/threonine-protein kinase ICK,Q9UPZ9,SINGLE PROTEIN,Homo sapiens,422,479,9606,False,,,,
CHEMBL1255126,Protein Mdm4,O15151,SINGLE PROTEIN,Homo sapiens,613,694,9606,False,,,,
CHEMBL1795168,CDGSH iron-sulfur domain-containing protein 1,Q9NZ45,SINGLE PROTEIN,Homo sapiens,102,195,9606,False,,,,
CHEMBL4295937,DCN1-like protein 5,Q9BTE7,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL3384,Protein kinase N1,Q16512,SINGLE PROTEIN,Homo sapiens,612,754,9606,False,,,,
CHEMBL3751653,5'(3')-deoxyribonucleotidase, cytosolic type,Q8TCD5,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,
CHEMBL1250363,Protein max,P61244,SINGLE PROTEIN,Homo sapiens,57,98,9606,False,,,,
CHEMBL3108639,Cat eye syndrome critical region protein 2,Q9BXF3,SINGLE PROTEIN,Homo sapiens,215,287,9606,False,,,,
CHEMBL1886,Potassium channel, inwardly rectifying, subfamily J, member 11,Q14654,SINGLE PROTEIN,Homo sapiens,111,111,9606,False,
CHEMBL4039,Choline acetylase,P28329,SINGLE PROTEIN,Homo sapiens,62,62,9606,False,,,,
CHEMBL4523507,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,Q9Y3Z3,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,,
CHEMBL4522,BMP-2-inducible protein kinase,Q9NSY1,SINGLE PROTEIN,Homo sapiens,503,646,9606,False,,,,
CHEMBL4523199,Pleiotrophin,P21246,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL1795131,Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A,Q09328,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,
CHEMBL5759,Mitogen-activated protein kinase 4,P31152,SINGLE PROTEIN,Homo sapiens,230,270,9606,False,,,,
